index,mean_intensity,edge_density,texture_variance,glcm_contrast_d1,glcm_homogeneity_d1,glcm_energy_d1,glcm_correlation_d1,glcm_contrast_d2,glcm_homogeneity_d2,glcm_energy_d2,glcm_correlation_d2,glcm_contrast_d4,glcm_homogeneity_d4,glcm_energy_d4,glcm_correlation_d4,glcm_contrast_d8,glcm_homogeneity_d8,glcm_energy_d8,glcm_correlation_d8,phase_fraction,fft_energy_ratio,run_length_mean,E_x
3739,0.332687,0.026794,14435.9718,57.334053,0.985558,0.735976,0.967473,114.509166,0.971156,0.726492,0.935049,228.498047,0.942444,0.708076,0.870445,454.364478,0.885551,0.673702,0.742602,0.332687,0.962325,54.6589,1651.6512
3740,0.353683,0.025635,14864.1606,55.510064,0.986018,0.727546,0.969389,110.724748,0.97211,0.718542,0.938899,217.916016,0.945109,0.701652,0.879541,423.73176,0.893267,0.671278,0.764857,0.353683,0.963322,56.0616,1871.1782
3741,0.183304,0.0168,9734.4725,41.708548,0.989494,0.831049,0.964849,82.952002,0.979105,0.825228,0.929992,164.575195,0.958545,0.813987,0.860705,322.643791,0.91873,0.79322,0.725479,0.183304,0.954804,69.5711,1361.5409
3742,0.231812,0.081116,11579.323,181.9733,0.954163,0.774708,0.871241,358.482053,0.909702,0.749555,0.746294,674.727539,0.830043,0.709238,0.522315,1097.714072,0.723498,0.666526,0.222378,0.231812,0.798404,20.1711,1338.1723
3743,0.317719,0.046356,14095.694,109.560938,0.972403,0.734854,0.936271,218.031312,0.94508,0.717879,0.873054,427.710938,0.892264,0.686993,0.750486,813.830047,0.795005,0.63782,0.52335,0.317719,0.932964,31.8445,1638.3173
3744,0.140778,0.023941,7865.3758,34.65579,0.991271,0.865236,0.964025,69.584461,0.982472,0.859806,0.928003,139.166016,0.964946,0.849145,0.856954,275.819493,0.930524,0.828814,0.720239,0.140778,0.907794,79.3414,1199.1718
3745,0.060593,0.023224,3701.2999,60.556434,0.984746,0.93315,0.866405,120.063715,0.969757,0.925274,0.735878,231.389648,0.941715,0.911023,0.493652,388.660424,0.902101,0.891776,0.158739,0.060593,0.798523,52.345,1099.278
3746,0.290192,0.080612,13393.8792,324.974035,0.918143,0.716085,0.80129,622.170537,0.843282,0.674959,0.619747,1078.382812,0.728367,0.623753,0.342211,1487.437264,0.625331,0.592242,0.09681,0.290192,0.836974,11.7008,2148.5925
3747,0.306015,0.097977,13809.3479,218.027482,0.945081,0.723382,0.870687,430.630152,0.891529,0.691674,0.744626,807.00293,0.796725,0.642698,0.521533,1328.959835,0.665249,0.593394,0.212456,0.306015,0.833587,17.0578,1517.1328
3748,0.388992,0.012543,15454.966,26.812638,0.993246,0.719568,0.985793,53.653282,0.986485,0.714842,0.971581,107.604492,0.972896,0.705442,0.943041,214.616573,0.94594,0.687271,0.886522,0.388992,0.983732,94.0258,1885.8413
3749,0.360916,0.012772,14998.3855,26.44784,0.993338,0.72907,0.985572,53.103931,0.986624,0.72418,0.971062,106.620117,0.973144,0.714449,0.942033,214.053931,0.946082,0.695299,0.884152,0.360916,0.982413,94.8423,1745.886
3750,0.291519,0.073837,13429.9866,271.28796,0.931666,0.723318,0.834552,530.245802,0.866437,0.686334,0.676675,982.160156,0.752604,0.632763,0.401391,1537.824959,0.612639,0.590671,0.063596,0.291519,0.848389,13.8906,1984.339
3751,0.045868,0.011261,2845.7576,20.915074,0.994732,0.952315,0.940019,41.872755,0.989453,0.949409,0.880364,82.810547,0.979141,0.94378,0.765172,158.664976,0.960034,0.933494,0.556863,0.045868,0.868567,109.2267,1061.024
3752,0.36821,0.015305,15126.8538,43.289338,0.989096,0.724431,0.976515,86.553303,0.978198,0.717722,0.952955,173.126953,0.956391,0.704641,0.905537,339.460528,0.914494,0.680616,0.813481,0.36821,0.978858,67.7025,2301.5068
3753,0.096329,0.035156,5660.3944,87.125873,0.978054,0.896788,0.874059,170.115696,0.95715,0.885753,0.754261,313.461914,0.921042,0.867544,0.547738,505.814941,0.872591,0.844847,0.271904,0.096329,0.792983,38.8017,1155.1353
3754,0.273804,0.010635,12929.2614,29.913419,0.992465,0.770636,0.981094,60.062377,0.984871,0.765169,0.962131,120.832031,0.969564,0.754266,0.924187,245.061744,0.938272,0.732504,0.847736,0.273804,0.980771,87.615,1970.8615
3755,0.149597,0.028137,8272.341,55.266866,0.986079,0.855224,0.945364,110.175397,0.972248,0.847192,0.89126,216.008789,0.94559,0.832129,0.787489,404.914519,0.898006,0.806578,0.604302,0.149597,0.902853,56.2541,1204.9309
3756,0.391388,0.099075,15489.1774,47.362914,0.98807,0.715335,0.974957,94.793569,0.976123,0.707164,0.949888,189.430664,0.952284,0.691182,0.899904,376.594884,0.90514,0.66097,0.801181,0.391388,0.842626,63.3198,1673.7637
3757,0.292603,0.031631,13459.2837,101.474586,0.97444,0.748776,0.938307,201.917015,0.949139,0.73272,0.877365,395.964844,0.900261,0.703239,0.759976,718.305979,0.819067,0.659194,0.566244,0.292603,0.944571,34.0447,1826.4431
3758,0.09494,0.020798,5587.3737,45.599724,0.988514,0.903431,0.93338,90.093565,0.977306,0.89708,0.868838,172.204102,0.956624,0.885631,0.750866,300.88831,0.924209,0.868472,0.568513,0.09494,0.887246,65.1451,1126.7969
3759,0.018494,0.011612,1180.3102,29.305423,0.992618,0.977869,0.797393,56.644193,0.985732,0.97436,0.609574,98.683594,0.975143,0.969054,0.322323,136.159306,0.965703,0.964316,0.071983,0.018494,0.610161,88.8022,1027.1623
3760,0.283844,0.034058,13218.0597,123.180055,0.968972,0.750851,0.923586,245.865096,0.938069,0.732211,0.847332,485.604492,0.877681,0.698292,0.697909,905.790716,0.771841,0.647471,0.436013,0.283844,0.937004,28.7187,1893.0245
3761,0.460022,0.00972,16152.3243,17.510294,0.995589,0.706153,0.991122,35.097426,0.991159,0.702945,0.982211,70.136719,0.982333,0.696597,0.964473,139.47264,0.964868,0.684222,0.929427,0.460022,0.989598,120.4706,1957.7808
3762,0.435242,0.048828,15983.5587,97.097013,0.975542,0.696068,0.950239,193.798828,0.951184,0.679646,0.900683,384.459961,0.903159,0.648746,0.802977,748.376055,0.811492,0.596153,0.616446,0.435242,0.941911,35.3675,2039.9861
3763,0.292709,0.018494,13462.1639,47.666912,0.987993,0.75715,0.971051,95.098764,0.976046,0.748952,0.942359,189.430664,0.952284,0.732941,0.885641,369.843183,0.906841,0.70359,0.778379,0.292709,0.967866,63.0154,1747.9745
3764,0.164032,0.067169,8916.5851,161.058226,0.959431,0.828937,0.851864,312.336568,0.921326,0.808628,0.712397,560.047852,0.85893,0.778275,0.483305,852.277233,0.785321,0.747538,0.212171,0.164032,0.754587,22.5597,1256.7393
3765,0.2285,0.032104,11463.1239,118.255285,0.970213,0.787073,0.915262,235.488466,0.940683,0.770481,0.830745,456.503906,0.885012,0.741409,0.669988,831.772067,0.790486,0.700179,0.390972,0.2285,0.925005,29.7756,1849.5415
3766,0.384186,0.024261,15384.0742,46.754917,0.988223,0.717341,0.975136,93.084477,0.976553,0.709016,0.950562,184.693359,0.953478,0.69281,0.902167,361.591104,0.908919,0.662675,0.809429,0.384186,0.968471,63.9376,2012.8579
3767,0.23201,0.092087,11586.239,63.110018,0.984103,0.792185,0.955435,125.86242,0.968297,0.782334,0.911234,249.723633,0.937097,0.763503,0.824301,485.68487,0.877661,0.730188,0.659546,0.23201,0.709738,50.6461,1385.6653
3768,0.049362,0.034393,3051.3344,115.032904,0.971024,0.937217,0.689964,211.500138,0.946725,0.925449,0.427601,316.599609,0.920252,0.913397,0.135775,340.335748,0.914273,0.911589,0.05366,0.049362,0.551006,30.5102,1094.5192
3769,0.364349,0.015549,15059.7188,48.639706,0.987748,0.724577,0.973525,96.136427,0.975784,0.716789,0.947637,188.261719,0.952579,0.70205,0.897318,361.903683,0.90884,0.676016,0.801835,0.364349,0.978095,62.0606,2298.3233
3770,0.422836,0.125443,15869.0758,306.490947,0.922798,0.663823,0.841786,600.318575,0.848786,0.619316,0.690104,1113.328125,0.719565,0.556897,0.425244,1766.507576,0.555036,0.514977,0.087613,0.422836,0.845264,12.3723,1974.2671
3771,0.253326,0.028259,12299.6181,68.581985,0.982725,0.77785,0.954284,133.980607,0.966252,0.767958,0.910607,246.339844,0.93795,0.751692,0.835258,393.911747,0.900778,0.732371,0.7348,0.253326,0.936125,47.3526,1420.951
3772,0.480164,0.013779,16230.6637,30.460616,0.992327,0.702286,0.984625,60.611728,0.984733,0.697006,0.969405,119.170898,0.969982,0.686871,0.939839,233.683877,0.941138,0.667567,0.881996,0.480164,0.985574,86.5733,2091.5497
3773,0.129654,0.014252,7337.6674,36.601379,0.990781,0.874455,0.95923,72.819528,0.981658,0.869108,0.919048,144.826172,0.96352,0.858664,0.839635,286.197108,0.92791,0.838879,0.685631,0.129654,0.945056,76.3823,1286.1004
3774,0.339264,0.022903,14576.2583,53.625276,0.986492,0.733955,0.96984,107.367603,0.972955,0.725296,0.939567,215.393555,0.945745,0.708353,0.878569,431.421198,0.89133,0.676522,0.755974,0.339264,0.966481,57.5888,1779.5553
3775,0.279343,0.011627,13090.2045,35.385386,0.991087,0.768089,0.977778,70.805241,0.982165,0.763358,0.955375,141.688477,0.96431,0.754146,0.910042,282.508679,0.928839,0.73695,0.817861,0.279343,0.979478,78.2053,1718.5927
3776,0.348114,0.017868,14756.1653,46.086121,0.988391,0.730717,0.974456,91.680579,0.976907,0.722614,0.949262,180.325195,0.954578,0.707111,0.900502,351.150973,0.911549,0.678331,0.80734,0.348114,0.974557,64.6312,1987.0819
3777,0.228745,0.062225,11471.7402,159.416636,0.959845,0.779658,0.886404,314.472933,0.920788,0.756794,0.776374,590.563477,0.851243,0.719442,0.581744,953.365203,0.759858,0.677453,0.330075,0.228745,0.863831,22.7714,1466.1487
3778,0.428665,0.03331,15925.3599,113.208915,0.971484,0.694713,0.941749,225.783265,0.943128,0.675907,0.883786,448.136719,0.887119,0.640845,0.769176,866.343277,0.781778,0.583813,0.553195,0.428665,0.959868,30.9424,2853.605
3779,0.297806,0.066238,13597.8654,137.346369,0.965404,0.740723,0.917198,272.539139,0.93135,0.720025,0.835572,526.025391,0.8675,0.684128,0.682175,948.176396,0.761165,0.634299,0.425512,0.297806,0.884463,26.0581,1451.253
3780,0.492599,0.02034,16252.6887,42.316544,0.989341,0.699695,0.978671,84.600055,0.97869,0.692296,0.957358,169.374023,0.957337,0.677725,0.914624,336.022162,0.91536,0.650192,0.830594,0.492599,0.97948,68.8403,2380.2877
3781,0.197342,0.041489,10299.8355,113.573713,0.971392,0.80983,0.909554,225.233914,0.943266,0.794026,0.820414,435.832031,0.890219,0.766106,0.651766,770.256568,0.805981,0.728,0.381181,0.197342,0.889144,30.855,1465.4279
3782,0.219437,0.097916,11137.7554,313.786903,0.92096,0.764767,0.76905,598.7926,0.849171,0.727887,0.558962,998.463867,0.748498,0.685643,0.263596,1198.864557,0.698019,0.669816,0.112973,0.219437,0.714325,12.0982,1504.2372
3783,0.403976,0.102875,15656.6854,132.3608,0.96666,0.697305,0.930744,264.481991,0.93338,0.675497,0.861608,520.980469,0.868771,0.636022,0.727357,984.74811,0.751953,0.576302,0.484527,0.403976,0.844687,26.9363,1732.0688
3784,0.497681,0.022461,16255.9002,76.242739,0.980795,0.693662,0.96158,151.620878,0.961808,0.680633,0.923597,301.157227,0.924142,0.655653,0.848245,590.461268,0.851269,0.611036,0.702463,0.497681,0.976466,43.4013,3620.5693
3785,0.29985,0.019424,13651.3591,45.903722,0.988437,0.754096,0.972457,91.741618,0.976891,0.746644,0.944958,183.27832,0.953834,0.732082,0.890057,363.904187,0.908336,0.704684,0.781771,0.29985,0.967806,64.8229,1570.188
3786,0.391525,0.109055,15491.116,443.533318,0.888279,0.651486,0.765383,841.97198,0.787916,0.597134,0.554611,1397.935547,0.647875,0.543367,0.260977,1760.381033,0.556579,0.52464,0.071994,0.391525,0.830682,8.6791,2756.1291
3787,0.319763,0.093445,14143.8927,382.429688,0.90367,0.691897,0.778092,726.058917,0.817114,0.645777,0.578014,1222.962891,0.691949,0.595247,0.287556,1542.826219,0.611379,0.57561,0.098219,0.319763,0.807107,10.0116,2402.458
3788,0.485657,0.031769,16242.8725,106.156158,0.97326,0.688794,0.946457,211.866372,0.946633,0.670818,0.893127,420.143555,0.89417,0.637188,0.788008,811.57948,0.795572,0.581631,0.590252,0.485657,0.966887,32.7353,3049.604
3789,0.145782,0.01384,8097.5595,32.527803,0.991807,0.862208,0.967016,64.518224,0.983749,0.857977,0.934423,127.291992,0.967937,0.84987,0.869986,245.374323,0.938193,0.835374,0.746784,0.145782,0.954636,82.8521,1229.1297
3790,0.14238,0.04805,7940.0574,109.621737,0.972387,0.853542,0.887087,216.383258,0.945495,0.838738,0.77745,417.744141,0.894775,0.812594,0.571307,723.869881,0.817665,0.778077,0.257037,0.14238,0.814978,31.829,1241.3609
3791,0.036636,0.012131,2295.0008,40.492555,0.9898,0.95867,0.856012,78.251999,0.980289,0.953703,0.722792,137.8125,0.965287,0.945948,0.515495,208.92764,0.947373,0.93675,0.275235,0.036636,0.805393,71.0803,1074.5217
3792,0.294022,0.023697,13497.4279,24.441452,0.993843,0.76071,0.985168,48.342889,0.987823,0.756771,0.970669,95.115234,0.976042,0.749104,0.942317,184.671528,0.953483,0.73473,0.888101,0.294022,0.958273,99.5988,1462.2827
3793,0.391998,0.029205,15497.7744,64.082812,0.983858,0.712372,0.966126,127.815668,0.967805,0.701587,0.932432,250.831055,0.936818,0.681361,0.867383,472.494046,0.880984,0.647108,0.750101,0.391998,0.962324,50.0275,1885.0608
3794,0.082886,0.043945,4942.9206,164.098208,0.958665,0.898893,0.72863,303.302796,0.923601,0.881291,0.499712,479.513672,0.879216,0.860321,0.213598,593.024414,0.850624,0.84701,0.039046,0.082886,0.657843,22.178,1199.9713
3795,0.287231,0.015396,13312.5385,31.980607,0.991944,0.763073,0.980334,63.907834,0.983902,0.757739,0.960726,126.799805,0.968061,0.747373,0.922175,249.937973,0.937043,0.727716,0.846939,0.287231,0.973472,83.8056,1475.7108
3796,0.046829,0.012344,2902.472,31.251011,0.992128,0.950365,0.911525,61.588352,0.984487,0.94657,0.825113,120.216797,0.969719,0.939405,0.656379,215.616825,0.945688,0.928255,0.375344,0.046829,0.864705,85.1117,1081.2679
3797,0.037201,0.021744,2329.0016,71.378768,0.98202,0.954167,0.749888,133.065022,0.966482,0.946267,0.535496,204.257812,0.94855,0.937261,0.292372,252.376087,0.936429,0.93108,0.135429,0.037201,0.613494,45.8294,1065.4558
3798,0.314804,0.03067,14026.0531,81.349908,0.979509,0.74018,0.952561,162.302704,0.959118,0.72668,0.905498,322.259766,0.918826,0.700876,0.81299,628.595876,0.841664,0.65538,0.637735,0.314804,0.950718,41.1142,1723.4627
3799,0.093353,0.018463,5503.6144,50.950092,0.987166,0.904133,0.924431,101.813054,0.974354,0.896958,0.849523,200.8125,0.949418,0.883393,0.705125,380.658408,0.904116,0.860047,0.447567,0.093353,0.904098,59.9049,1181.2988
3800,0.463791,0.018616,16170.9958,40.066958,0.989908,0.701944,0.9797,80.205247,0.979797,0.694994,0.959355,160.022461,0.959692,0.681415,0.918874,318.205173,0.919848,0.655539,0.838532,0.463791,0.979828,71.624,2071.7985
3801,0.452347,0.069214,16108.5895,151.938281,0.961728,0.683902,0.922736,301.593704,0.924032,0.659034,0.846633,589.271484,0.851569,0.614906,0.700345,1093.275454,0.724616,0.552241,0.444034,0.452347,0.933506,23.788,1982.1674
3802,0.449112,0.016159,16087.8616,34.71659,0.991255,0.704684,0.982321,69.279266,0.982549,0.698693,0.964714,137.935547,0.965256,0.68697,0.929724,271.75597,0.931548,0.664849,0.861452,0.449112,0.982563,79.2455,2191.393
3803,0.175873,0.090424,9424.8249,381.700092,0.903854,0.791154,0.665091,687.421229,0.826846,0.756287,0.391925,1022.888672,0.742345,0.725209,0.088595,1002.127489,0.747575,0.725882,0.112074,0.175873,0.648164,10.03,1783.3877
3804,0.216248,0.018494,11020.733,39.458961,0.990061,0.806705,0.970706,78.80135,0.980151,0.800467,0.94157,157.007812,0.960451,0.788299,0.883853,306.952337,0.922682,0.766106,0.773686,0.216248,0.960559,72.4155,1337.2574
3805,0.04071,0.016983,2539.4284,29.487822,0.992572,0.956483,0.904463,58.536402,0.985255,0.952907,0.809545,114.925781,0.971051,0.946095,0.622903,212.115943,0.94657,0.934836,0.292089,0.04071,0.729515,88.4426,1044.7145
3806,0.491837,0.019516,16251.9166,30.703814,0.992266,0.701753,0.984524,61.344196,0.984548,0.69636,0.96908,123.169922,0.968975,0.685612,0.937917,246.874701,0.937815,0.664682,0.875565,0.491837,0.980028,86.1183,2054.8511
3807,0.052673,0.010391,3244.6733,33.682996,0.991516,0.944324,0.914997,66.776667,0.98318,0.939989,0.831551,130.368164,0.967162,0.931862,0.671091,235.684381,0.940634,0.919162,0.401921,0.052673,0.899564,80.9086,1135.972
3808,0.190201,0.02121,10015.4405,51.375689,0.987059,0.824118,0.95798,101.568898,0.974416,0.816764,0.916903,197.982422,0.95013,0.80299,0.837947,361.278525,0.908998,0.781308,0.703325,0.190201,0.941135,59.5241,1569.6864
3809,0.172211,0.086792,9269.5849,354.279458,0.910761,0.795943,0.686999,659.526406,0.833872,0.758959,0.417816,1023.93457,0.742082,0.723061,0.097188,1131.597609,0.714963,0.714167,0.003616,0.172211,0.653398,10.7736,1597.1943
3810,0.169067,0.014328,9134.9463,31.129412,0.992159,0.843642,0.972037,62.259781,0.984317,0.83938,0.943977,123.785156,0.96882,0.831125,0.888222,244.811681,0.938335,0.81562,0.777235,0.169067,0.957463,85.3333,1267.2269
3811,0.354996,0.024445,14889.0188,64.630009,0.98372,0.724974,0.964477,129.219565,0.967451,0.713903,0.929045,257.783203,0.935067,0.692481,0.858726,510.316075,0.871457,0.653029,0.721402,0.354996,0.965412,49.6861,2000.5102
3812,0.187302,0.019348,9898.0881,48.092509,0.987886,0.826686,0.960223,96.197466,0.975769,0.81948,0.920482,188.876953,0.952424,0.805979,0.844012,358.215253,0.909769,0.782772,0.704243,0.187302,0.94932,62.5941,1323.232
3813,0.425751,0.03035,15897.7702,113.391314,0.971438,0.695335,0.941547,225.47807,0.943205,0.676666,0.883715,439.646484,0.889258,0.642898,0.773097,817.580992,0.79406,0.590443,0.577728,0.425751,0.961281,30.8986,2847.3085
3814,0.1474,0.082443,8171.898,123.605653,0.968865,0.847668,0.876067,244.888472,0.938315,0.831192,0.754404,472.869141,0.880889,0.802492,0.525451,814.767783,0.794769,0.765501,0.181702,0.1474,0.621413,28.6308,1188.4929
3815,0.099716,0.062027,5837.4808,129.564017,0.967364,0.888117,0.81831,253.433932,0.936163,0.872027,0.644851,461.056641,0.883865,0.846912,0.354891,677.233131,0.829412,0.823339,0.055185,0.099716,0.551775,27.4554,1118.6192
3816,0.475403,0.05542,16216.9085,135.400781,0.965894,0.684263,0.931611,269.975501,0.931996,0.661613,0.863651,532.054688,0.865981,0.620455,0.731332,1014.568123,0.744441,0.557405,0.48775,0.475403,0.940874,26.3939,2678.9897
3817,0.295547,0.036728,13538.151,107.858548,0.972832,0.746538,0.934713,214.735205,0.945911,0.729897,0.869968,419.774414,0.894263,0.699755,0.745618,767.568391,0.806658,0.654796,0.53428,0.295547,0.936186,32.2837,1745.4906
3818,0.069443,0.014374,4201.945,31.737408,0.992006,0.928703,0.938289,62.687054,0.98421,0.924405,0.878442,121.631836,0.969362,0.916382,0.765236,217.242235,0.945279,0.903759,0.583707,0.069443,0.889681,84.2365,1102.4768
3819,0.265442,0.023514,12678.7367,47.302114,0.988085,0.773166,0.969476,93.694867,0.976399,0.765573,0.939602,184.693359,0.953478,0.751021,0.881169,360.153242,0.909281,0.724105,0.769202,0.265442,0.955715,63.381,1509.0442
3820,0.373978,0.028534,15223.547,103.845772,0.973842,0.711494,0.944129,207.410525,0.947756,0.694324,0.888431,413.191406,0.895922,0.661879,0.777862,810.454196,0.795855,0.606751,0.564942,0.373978,0.959998,33.3686,2989.78
3821,0.30835,0.102997,13867.8901,57.455653,0.985528,0.748119,0.966023,114.26501,0.971218,0.739237,0.932351,225.852539,0.94311,0.722333,0.865972,432.108871,0.891156,0.693225,0.742269,0.30835,0.774327,54.5679,1520.616
3822,0.027603,0.013123,1745.35,54.719669,0.986217,0.965669,0.744154,102.6676,0.974139,0.959536,0.521798,168.082031,0.957662,0.951281,0.223101,216.054435,0.945578,0.945089,0.016232,0.027603,0.694145,56.692,1090.9945
3823,0.213806,0.031387,10930.2526,86.153079,0.978299,0.80255,0.935142,170.420891,0.957073,0.791012,0.871137,327.058594,0.917617,0.770692,0.750611,580.896358,0.853678,0.741951,0.549072,0.213806,0.922221,39.1727,1783.1816
3824,0.346664,0.037552,14727.3954,43.471737,0.98905,0.732287,0.975817,86.309147,0.97826,0.725149,0.951984,169.681641,0.957259,0.711507,0.905591,321.018381,0.919139,0.687587,0.821408,0.346664,0.94241,67.4933,1573.42
3825,0.09549,0.011047,5616.291,33.682996,0.991516,0.906059,0.950268,66.959784,0.983134,0.902666,0.899942,131.229492,0.966945,0.896272,0.79928,247.062248,0.937768,0.885394,0.605287,0.09549,0.942047,80.9086,1228.3914
3826,0.348297,0.051376,14759.78,58.610846,0.985237,0.729108,0.967463,117.194882,0.97048,0.719446,0.934924,231.758789,0.941622,0.701054,0.871252,452.551522,0.886007,0.667737,0.748356,0.348297,0.91956,53.718,1538.531
3827,0.145935,0.03569,8104.5871,64.44761,0.983766,0.857082,0.934902,128.059824,0.967743,0.848032,0.870743,251.876953,0.936555,0.831103,0.745987,473.494298,0.880732,0.802961,0.523164,0.145935,0.867791,49.7994,1240.6794
3828,0.480377,0.034607,16231.2118,116.552895,0.970642,0.687209,0.941179,231.826126,0.941606,0.667648,0.883006,453.858398,0.885678,0.632038,0.770956,859.966671,0.783384,0.575422,0.565934,0.480377,0.961465,30.1592,3103.9011
3829,0.044312,0.009827,2753.6795,31.980607,0.991944,0.952612,0.904687,62.870171,0.984164,0.9487,0.812272,119.90918,0.969796,0.941581,0.640884,208.677577,0.947436,0.930569,0.375789,0.044312,0.884376,83.8056,1083.8221
3830,0.148758,0.06102,8234.0515,239.672151,0.939629,0.830456,0.761889,440.945743,0.888931,0.804813,0.561782,675.773438,0.82978,0.778016,0.328133,749.62637,0.811177,0.769139,0.259991,0.148758,0.719818,15.6112,1420.1922
3831,0.263245,0.093201,12611.3968,207.205147,0.947807,0.749954,0.865479,412.013257,0.896218,0.720188,0.732659,804.726562,0.797298,0.670547,0.478412,1403.353579,0.64651,0.617904,0.092537,0.263245,0.851695,17.8865,1459.0598
3832,0.210907,0.023071,10821.8004,70.041176,0.982357,0.805518,0.947134,139.779312,0.964791,0.794517,0.894799,277.716797,0.930046,0.77345,0.792184,530.133569,0.866465,0.737324,0.607872,0.210907,0.944879,46.5455,1583.4143
3833,0.337601,0.026947,14541.3112,77.093934,0.980581,0.73077,0.956539,153.146853,0.961424,0.71856,0.913596,301.895508,0.923956,0.695663,0.829368,582.521768,0.853269,0.655832,0.669931,0.337601,0.959272,43.0026,2079.3193
3834,0.099304,0.01329,5816.023,28.211029,0.992894,0.902082,0.960334,56.094842,0.98587,0.898071,0.921279,111.111328,0.972012,0.890195,0.844768,220.305507,0.944507,0.875047,0.694796,0.099304,0.93506,91.0222,1140.9054
3835,0.420517,0.022446,15845.4512,53.321278,0.986569,0.706669,0.972435,106.818252,0.973094,0.697459,0.944778,213.855469,0.946132,0.679451,0.889444,428.670505,0.892023,0.645195,0.778399,0.420517,0.974671,57.8429,2456.0654
3836,0.479141,0.029404,16227.9584,78.127528,0.980321,0.693934,0.960565,155.466336,0.96084,0.680567,0.921533,307.494141,0.922546,0.655183,0.844823,585.209945,0.852592,0.612283,0.704758,0.479141,0.968684,42.5282,2496.1733
3837,0.164368,0.012848,8931.2451,42.92454,0.989188,0.846106,0.960444,85.088367,0.978567,0.840764,0.921223,167.097656,0.95791,0.83059,0.843951,314.704291,0.920729,0.812828,0.702258,0.164368,0.958712,68.1247,1397.3917
3838,0.099121,0.011139,5806.4791,29.79182,0.992496,0.901851,0.958117,59.329909,0.985055,0.8975,0.916847,115.541016,0.970896,0.889492,0.838757,218.555066,0.944948,0.875486,0.696592,0.099121,0.942608,87.8499,1185.2219
3839,0.30835,0.109222,13867.8901,41.526149,0.98954,0.750034,0.975503,82.890963,0.979121,0.742906,0.951163,164.636719,0.95853,0.729031,0.903253,324.456748,0.918273,0.702844,0.810306,0.30835,0.786775,69.7934,1503.2247
3840,0.122818,0.036224,7005.386,69.554779,0.98248,0.875814,0.918767,137.887103,0.965268,0.866289,0.839169,267.011719,0.932743,0.848894,0.689451,487.122732,0.877299,0.821138,0.437176,0.122818,0.841772,46.8114,1180.9762
3841,0.336258,0.014359,14512.8346,38.121369,0.990398,0.737288,0.978508,76.35979,0.980766,0.730558,0.957,152.393555,0.961614,0.717351,0.914388,301.701014,0.924005,0.69206,0.831385,0.336258,0.978833,74.2197,2456.1983
3842,0.195633,0.016693,10232.3788,31.190211,0.992144,0.823324,0.975,61.649391,0.984471,0.819006,0.950523,121.570312,0.969378,0.810683,0.902172,238.122496,0.94002,0.79513,0.807319,0.195633,0.955705,85.2224,1282.1385
3843,0.047256,0.009811,2927.6398,24.502252,0.993828,0.950772,0.931328,48.464967,0.987792,0.947716,0.863981,93.884766,0.976351,0.941964,0.736023,162.103342,0.959168,0.933197,0.54604,0.047256,0.892939,99.4476,1066.5319
3844,0.498154,0.021286,16256.0283,47.788511,0.987963,0.698654,0.975918,95.464998,0.975953,0.690325,0.951893,190.722656,0.951959,0.674021,0.903885,379.470609,0.904415,0.643176,0.808728,0.498154,0.978501,62.8944,3146.721
3845,0.392792,0.014236,15508.8781,34.473392,0.991317,0.716936,0.981806,69.096149,0.982595,0.710719,0.963562,137.689453,0.965318,0.698557,0.927505,272.318611,0.931406,0.675331,0.857067,0.392792,0.981875,79.6306,2187.872
3846,0.441238,0.032135,16031.7235,87.247472,0.978023,0.696516,0.955444,173.53388,0.956289,0.68158,0.911428,336.902344,0.915138,0.65433,0.828232,616.530336,0.844703,0.611202,0.686332,0.441238,0.96203,38.7558,2216.0023
3847,0.044464,0.031921,2762.7207,55.874862,0.985926,0.949142,0.834864,108.405266,0.972694,0.942272,0.680758,199.951172,0.949634,0.930583,0.415393,310.265672,0.921847,0.91692,0.103501,0.044464,0.505718,55.7753,1060.6873
3848,0.468842,0.025391,16193.1206,47.545312,0.988024,0.69997,0.975955,94.549413,0.976184,0.691668,0.952197,188.446289,0.952532,0.675413,0.904773,376.282305,0.905219,0.644317,0.810024,0.468842,0.972506,63.1368,2664.4862
3849,0.381836,0.024002,15348.3225,47.302114,0.988085,0.718679,0.974735,94.488374,0.976199,0.710909,0.949495,187.708008,0.952718,0.69592,0.899512,363.716639,0.908384,0.669094,0.804637,0.381836,0.967799,63.381,1951.9509
3850,0.383514,0.076279,15373.9327,97.340211,0.975481,0.709122,0.948174,192.822204,0.95143,0.692963,0.897415,375.969727,0.905297,0.663304,0.800271,677.045583,0.82946,0.618771,0.641359,0.383514,0.876214,35.2913,1829.9594
3851,0.09021,0.048294,5336.7399,207.813143,0.947654,0.886374,0.68214,385.400252,0.902922,0.864302,0.412594,578.935547,0.854172,0.841977,0.123871,622.719396,0.843144,0.836486,0.066165,0.09021,0.627214,17.8378,1411.8142
3852,0.452713,0.018494,16110.8503,44.62693,0.988759,0.702519,0.977301,89.239019,0.977522,0.694881,0.954593,178.725586,0.954981,0.679867,0.908989,358.527832,0.909691,0.651082,0.817112,0.452713,0.980459,66.198,2294.6767
3853,0.149582,0.011429,8271.6457,30.035018,0.992435,0.859135,0.970251,60.184455,0.98484,0.854825,0.940381,120.155273,0.969734,0.846346,0.880974,237.809917,0.940098,0.829932,0.764926,0.149582,0.962671,87.3813,1252.5627
